,z-nm,x-nm,y-nm,Trace_ID,chr,start,stop,color-channel,FOV_ID
11964,7115.982852142883,122311.6649649831,108186.58056920873,12038_129,chr3,34776078,34781078,750nm,12
11965,,,,12038_129,chr3,34781078,34786078,647nm,12
11966,7065.352418693161,122092.38125180453,108219.50937818311,12038_129,chr3,34786078,34791078,561nm,12
11967,7106.18406519057,122178.34971402747,108318.03651902928,12038_129,chr3,34791078,34796078,750nm,12
11968,7260.105059396027,122504.5514862618,108599.39958126978,12038_129,chr3,34796078,34801078,647nm,12
11969,7188.82470818913,122619.0819145828,108554.19765214267,12038_129,chr3,34801078,34806078,561nm,12
11970,1497.234069232187,43047.78795510188,113748.61698864574,12042_129,chr3,34601078,34606078,750nm,12
11971,2097.855734110186,42990.982417508334,114238.45335780096,12042_129,chr3,34606078,34611078,647nm,12
11972,,,,12042_129,chr3,34611078,34616078,561nm,12
11973,2204.2144789672834,43461.284420782395,113736.17136909856,12042_129,chr3,34616078,34621078,750nm,12
11974,,,,12042_129,chr3,34621078,34626078,647nm,12
11975,,,,12042_129,chr3,34626078,34631078,561nm,12
11976,2204.5813614548465,43311.280817640305,113765.61249676644,12042_129,chr3,34631078,34636078,750nm,12
11977,1906.6771476750685,43460.49531684286,113772.37087459402,12042_129,chr3,34636078,34641078,647nm,12
11978,,,,12042_129,chr3,34641078,34646078,561nm,12
11979,2320.9145578118687,43286.19660344671,114184.51837192243,12042_129,chr3,34646078,34651078,750nm,12
11980,2128.5243118953904,42892.86088245074,114000.36803472471,12042_129,chr3,34651078,34656078,647nm,12
11981,2106.481944931041,43286.00107187301,114071.24886133373,12042_129,chr3,34656078,34661078,561nm,12
11982,2329.853788769369,43463.25565822664,114174.2325657066,12042_129,chr3,34661078,34666078,750nm,12
11983,2510.019081479154,43505.08068309359,114187.07712542391,12042_129,chr3,34666078,34671078,647nm,12
11984,2323.568915806007,43295.205494915055,114158.09010513987,12042_129,chr3,34671078,34676078,561nm,12
11985,2492.5508320498925,43463.49476924302,114266.72637958963,12042_129,chr3,34676078,34681078,750nm,12
11986,2273.5144872438177,43548.96966311803,114181.8134309883,12042_129,chr3,34681078,34686078,647nm,12
11987,2126.7308499011706,43343.56307012387,114167.13471676133,12042_129,chr3,34686078,34691078,561nm,12
11988,,,,12042_129,chr3,34691078,34696078,750nm,12
11989,2171.2321661109054,43491.509876020216,114057.43892562504,12042_129,chr3,34696078,34701078,647nm,12
11990,2016.904249765561,43287.03756815026,114060.49865009797,12042_129,chr3,34701078,34706078,561nm,12
11991,2363.2529005648166,42760.1044114939,113928.82503525486,12042_129,chr3,34706078,34711078,750nm,12
11992,2293.3755948907606,42910.129796079455,113857.87822049024,12042_129,chr3,34711078,34716078,647nm,12
11993,2174.420355245208,43304.30052735211,114112.67421053526,12042_129,chr3,34716078,34721078,561nm,12
11994,,,,12042_129,chr3,34721078,34726078,750nm,12
11995,,,,12042_129,chr3,34726078,34731078,647nm,12
11996,,,,12042_129,chr3,34726078,34726078,561nm,12
11997,1909.947319596118,43392.975200964596,114221.03109079738,12042_129,chr3,34731078,34736078,750nm,12
11998,,,,12042_129,chr3,34736078,34741078,647nm,12
11999,2029.5269751768942,42861.126785713815,114022.93906543443,12042_129,chr3,34741078,34746078,561nm,12
12000,2266.5578263329703,43113.97126369389,113956.59960256242,12042_129,chr3,34746078,34751078,750nm,12
12001,2261.5503203026033,42981.79225136267,114065.00001593203,12042_129,chr3,34751078,34756078,647nm,12
12002,1967.9688712697089,43000.530655147435,113895.0993514504,12042_129,chr3,34756078,34761078,561nm,12
12003,2209.310821310562,43121.941923349965,113982.44858200036,12042_129,chr3,34761078,34766078,750nm,12
12004,2079.537720322542,43435.75146120224,113800.9400119682,12042_129,chr3,34766078,34771078,647nm,12
12005,2155.2733007222787,43296.41988169458,113818.95331148188,12042_129,chr3,34771078,34776078,561nm,12
12006,1572.1257361134299,43187.961617296154,114261.73852423152,12042_129,chr3,34776078,34781078,750nm,12
12007,1578.1865319783622,43242.15463005536,114166.34897725613,12042_129,chr3,34781078,34786078,647nm,12
12008,,,,12042_129,chr3,34786078,34791078,561nm,12
12009,2211.0953834562815,43101.827516356825,113995.11971130007,12042_129,chr3,34791078,34796078,750nm,12
12010,2149.362723345865,43026.34833339654,113875.48168324935,12042_129,chr3,34796078,34801078,647nm,12
12011,2285.35384392685,43359.876563227124,113859.5922661719,12042_129,chr3,34801078,34806078,561nm,12
12012,4454.376588858094,133824.68094206293,125755.65137149468,12043_129,chr3,34601078,34606078,750nm,12
12013,,,,12043_129,chr3,34606078,34611078,647nm,12
12014,,,,12043_129,chr3,34611078,34616078,561nm,12
12015,4329.961740396338,134255.97337823853,125778.12680329713,12043_129,chr3,34616078,34621078,750nm,12
12016,4261.00845090003,134164.57200307402,125819.60401836365,12043_129,chr3,34621078,34626078,647nm,12
12017,4294.581037939158,133848.25652475064,126205.2823992173,12043_129,chr3,34626078,34631078,561nm,12
12018,4390.99242219058,133917.2236859158,126024.28517714795,12043_129,chr3,34631078,34636078,750nm,12
12019,4373.9603364925315,133778.70430549368,125963.71049155082,12043_129,chr3,34636078,34641078,647nm,12
12020,4195.0115674782755,133743.19582096828,125861.19882752634,12043_129,chr3,34641078,34646078,561nm,12
12021,4597.53178789761,134161.81925793542,125820.02382803983,12043_129,chr3,34646078,34651078,750nm,12
12022,3952.757546073468,133666.06665881388,125953.80299366708,12043_129,chr3,34651078,34656078,647nm,12
12023,4516.367126448696,134159.54743495284,125798.30505642747,12043_129,chr3,34656078,34661078,561nm,12
12024,4668.880670039977,134241.176982214,125801.90986619331,12043_129,chr3,34661078,34666078,750nm,12
12025,,,,12043_129,chr3,34666078,34671078,647nm,12
12026,,,,12043_129,chr3,34671078,34676078,561nm,12
12027,4261.836856178507,133645.07881825135,125839.63665622326,12043_129,chr3,34676078,34681078,750nm,12
12028,4747.435176338508,134268.9692407486,125790.37596629717,12043_129,chr3,34681078,34686078,647nm,12
12029,4617.945098121622,134320.02173334718,125683.06884007636,12043_129,chr3,34686078,34691078,561nm,12
12030,4545.945447311777,134269.38771426937,125731.94333601005,12043_129,chr3,34691078,34696078,750nm,12
12031,4783.388674591455,134270.1756360136,125659.64918250605,12043_129,chr3,34696078,34701078,647nm,12
12032,4584.55582013499,134205.85873233815,125694.89893208315,12043_129,chr3,34701078,34706078,561nm,12
12033,4434.513846498896,134124.90900839498,125753.55243914263,12043_129,chr3,34706078,34711078,750nm,12
12034,4298.727243867337,133805.45062688028,125951.17740108783,12043_129,chr3,34711078,34716078,647nm,12
12035,4494.321567798334,134118.47528841058,125539.71993847979,12043_129,chr3,34716078,34721078,561nm,12
12036,4649.993950373232,134115.45134743265,125500.73714235531,12043_129,chr3,34721078,34726078,750nm,12
12037,4583.039705360837,133976.4653932714,125524.12089922703,12043_129,chr3,34726078,34731078,647nm,12
12038,4749.648700166001,134134.98828545143,125831.23454322283,12043_129,chr3,34726078,34726078,561nm,12
12039,4289.113195608808,133799.74829149936,125875.93601798125,12043_129,chr3,34731078,34736078,750nm,12
12040,,,,12043_129,chr3,34736078,34741078,647nm,12
12041,4456.2124462739575,133999.39465553671,125945.08795499259,12043_129,chr3,34741078,34746078,561nm,12
12042,4540.445422868241,134083.850998501,125903.24776376689,12043_129,chr3,34746078,34751078,750nm,12
12043,4507.345606399738,133935.5771676672,125947.16909480537,12043_129,chr3,34751078,34756078,647nm,12
12044,4116.209247434862,133628.5265629243,125948.05490754142,12043_129,chr3,34756078,34761078,561nm,12
12045,4202.300861212365,133746.09615215703,125888.57851616688,12043_129,chr3,34761078,34766078,750nm,12
12046,,,,12043_129,chr3,34766078,34771078,647nm,12
12047,,,,12043_129,chr3,34771078,34776078,561nm,12
12048,4362.011561376544,133798.92441561638,125929.45039517398,12043_129,chr3,34776078,34781078,750nm,12
12049,,,,12043_129,chr3,34781078,34786078,647nm,12
12050,4524.518439080708,133918.4110468144,125778.21543484129,12043_129,chr3,34786078,34791078,561nm,12
12051,4410.505444230883,133781.145813446,125963.73827014065,12043_129,chr3,34791078,34796078,750nm,12
12052,,,,12043_129,chr3,34796078,34801078,647nm,12
12053,4273.665216656269,133739.04783345418,125803.14698091087,12043_129,chr3,34801078,34806078,561nm,12
12054,4299.216608841936,88251.15964061656,134523.31969804433,12047_129,chr3,34601078,34606078,750nm,12
12055,4328.082105477164,88106.66678158386,134661.58748330598,12047_129,chr3,34606078,34611078,647nm,12
12056,,,,12047_129,chr3,34611078,34616078,561nm,12
12057,4444.052429973418,88354.23111298392,134852.5696113217,12047_129,chr3,34616078,34621078,750nm,12
12058,4368.206209301808,88315.014735884,134844.5239774669,12047_129,chr3,34621078,34626078,647nm,12
12059,3970.839878306934,88131.38962306044,134779.87307166617,12047_129,chr3,34626078,34631078,561nm,12
12060,4014.41026802314,88309.27947308739,134839.277200863,12047_129,chr3,34631078,34636078,750nm,12
12061,,,,12047_129,chr3,34636078,34641078,647nm,12
12062,4124.002117132346,88311.60678390376,134675.36803272928,12047_129,chr3,34641078,34646078,561nm,12
12063,4190.387332650291,88443.38820298474,134763.297201971,12047_129,chr3,34646078,34651078,750nm,12
12064,4439.552243363838,88568.49088767542,134864.66981586875,12047_129,chr3,34651078,34656078,647nm,12
12065,4558.591933099302,88481.10984317827,134880.91161123864,12047_129,chr3,34656078,34661078,561nm,12
12066,4533.7635517410135,88476.16878038693,134855.2255652188,12047_129,chr3,34661078,34666078,750nm,12
12067,4184.274721296034,88420.54667558221,134721.21844124582,12047_129,chr3,34666078,34671078,647nm,12
12068,4539.547745633428,88447.12999446383,134840.69916574925,12047_129,chr3,34671078,34676078,561nm,12
12069,4484.414597142467,88410.90365792878,134867.59813580505,12047_129,chr3,34676078,34681078,750nm,12
12070,4122.038131709362,88311.75767942003,134731.52474814974,12047_129,chr3,34681078,34686078,647nm,12
12071,4371.441224758019,88213.46163919878,134787.88022616616,12047_129,chr3,34686078,34691078,561nm,12
12072,,,,12047_129,chr3,34691078,34696078,750nm,12
12073,4371.93531211255,88434.53854276254,134804.914223608,12047_129,chr3,34696078,34701078,647nm,12
12074,4317.042811731227,88445.83376044696,134760.07876420024,12047_129,chr3,34701078,34706078,561nm,12
12075,4497.933343746712,88508.10668261733,134576.0951119732,12047_129,chr3,34706078,34711078,750nm,12
12076,4259.8529237319635,88423.12346715345,134661.22859218388,12047_129,chr3,34711078,34716078,647nm,12
12077,4343.810327865837,88626.45916434038,134698.02314386037,12047_129,chr3,34716078,34721078,561nm,12
12078,4241.2725872005,88597.44757123996,134812.07167019838,12047_129,chr3,34721078,34726078,750nm,12
12079,4441.258819863529,88470.92807343215,134841.3151567737,12047_129,chr3,34726078,34731078,647nm,12
12080,,,,12047_129,chr3,34726078,34726078,561nm,12
12081,4136.264575817244,88279.39391477183,134612.64701543533,12047_129,chr3,34731078,34736078,750nm,12
12082,4345.038945111451,88355.66067766164,134814.60234562116,12047_129,chr3,34736078,34741078,647nm,12
12083,,,,12047_129,chr3,34741078,34746078,561nm,12
12084,4200.153760929591,88256.11398324954,134627.21988518606,12047_129,chr3,34746078,34751078,750nm,12
12085,,,,12047_129,chr3,34751078,34756078,647nm,12
12086,,,,12047_129,chr3,34756078,34761078,561nm,12
12087,4133.073211753981,88378.55126301871,134848.88897152923,12047_129,chr3,34761078,34766078,750nm,12
12088,4127.080353264158,88352.31604111406,134740.63752849234,12047_129,chr3,34766078,34771078,647nm,12
12089,4169.384182543771,88440.58931158182,134711.83994194434,12047_129,chr3,34771078,34776078,561nm,12
12090,4183.346456839741,88507.71521887512,134783.70473237793,12047_129,chr3,34776078,34781078,750nm,12
12091,4081.1650516680643,88576.54690389308,134681.74915301104,12047_129,chr3,34781078,34786078,647nm,12
12092,4211.964006517131,88605.15666752977,134581.3111875115,12047_129,chr3,34786078,34791078,561nm,12
12093,4344.189218328046,88802.75072533055,134616.09506487107,12047_129,chr3,34791078,34796078,750nm,12
12094,4349.187130473687,88810.7574357679,134473.26840946818,12047_129,chr3,34796078,34801078,647nm,12
12095,4241.435728556682,88585.8864639047,134651.71475093046,12047_129,chr3,34801078,34806078,561nm,12
12096,2647.658196626126,51818.429412159116,150207.20751558745,12052_129,chr3,34601078,34606078,750nm,12
12097,2290.238691706474,51840.75052407066,150302.9781026199,12052_129,chr3,34606078,34611078,647nm,12
12098,,,,12052_129,chr3,34611078,34616078,561nm,12
12099,2443.778034060069,51858.50250751476,150477.64292355886,12052_129,chr3,34616078,34621078,750nm,12
12100,2314.7651673285936,51780.52361678268,150566.64217893663,12052_129,chr3,34621078,34626078,647nm,12
12101,,,,12052_129,chr3,34626078,34631078,561nm,12
12102,,,,12052_129,chr3,34631078,34636078,750nm,12
12103,2316.9953139018276,51775.40287763117,150454.94912810554,12052_129,chr3,34636078,34641078,647nm,12
12104,,,,12052_129,chr3,34641078,34646078,561nm,12
12105,2648.1026896228695,51662.393397432315,150094.64674386533,12052_129,chr3,34646078,34651078,750nm,12
12106,2523.3002664192577,51568.59292018765,150672.22120641396,12052_129,chr3,34651078,34656078,647nm,12
12107,2499.0389220535103,51608.12905071952,150598.96723639974,12052_129,chr3,34656078,34661078,561nm,12
12108,2415.971893117345,51562.02334589823,150557.8784051954,12052_129,chr3,34661078,34666078,750nm,12
12109,2454.4355212134233,51614.14419307922,150621.62661795347,12052_129,chr3,34666078,34671078,647nm,12
12110,2192.5447881760047,51791.59741895527,150664.30508611782,12052_129,chr3,34671078,34676078,561nm,12
12111,2283.2096552296825,51747.52574736259,150727.15562959143,12052_129,chr3,34676078,34681078,750nm,12
12112,2866.7230023646016,51425.30282382215,150358.41295892888,12052_129,chr3,34681078,34686078,647nm,12
12113,2274.0444449447664,51620.70349338291,150777.32007852726,12052_129,chr3,34686078,34691078,561nm,12
12114,2274.5307179459264,51596.65250435678,150812.6033900018,12052_129,chr3,34691078,34696078,750nm,12
12115,2275.3790909709214,51588.83357493208,150739.85250959746,12052_129,chr3,34696078,34701078,647nm,12
12116,2675.3237308298526,51524.59146560982,150210.0061462678,12052_129,chr3,34701078,34706078,561nm,12
12117,2323.901791388107,51585.8321252389,150694.6157941861,12052_129,chr3,34706078,34711078,750nm,12
12118,2423.722567141988,51599.10414954138,150663.12757346348,12052_129,chr3,34711078,34716078,647nm,12
12119,2202.95473249652,51660.17386682222,150692.8139935523,12052_129,chr3,34716078,34721078,561nm,12
12120,2177.362933337367,51538.9639998185,150707.73727531475,12052_129,chr3,34721078,34726078,750nm,12
12121,2289.9776642491743,51616.91293391415,150689.11030773513,12052_129,chr3,34726078,34731078,647nm,12
12122,2649.0816783906307,51500.68842431356,150423.35001143286,12052_129,chr3,34726078,34726078,561nm,12
12123,2599.4272100133526,51230.45262046762,150282.1346760628,12052_129,chr3,34731078,34736078,750nm,12
12124,2544.1725224581073,51454.496971999324,150396.91217201174,12052_129,chr3,34736078,34741078,647nm,12
12125,,,,12052_129,chr3,34741078,34746078,561nm,12
12126,,,,12052_129,chr3,34746078,34751078,750nm,12
12127,2475.352170908803,51582.162826694796,150332.65642454883,12052_129,chr3,34751078,34756078,647nm,12
12128,,,,12052_129,chr3,34756078,34761078,561nm,12
12129,2398.9558861048245,51653.50424577357,150678.3479156464,12052_129,chr3,34761078,34766078,750nm,12
12130,2285.278744005614,51652.45358069054,150522.09295289835,12052_129,chr3,34766078,34771078,647nm,12
12131,,,,12052_129,chr3,34771078,34776078,561nm,12
12132,2235.17948270853,51597.184643998226,150811.51008233865,12052_129,chr3,34776078,34781078,750nm,12
12133,2378.676395779048,51599.49048138412,150740.40033380073,12052_129,chr3,34781078,34786078,647nm,12
12134,,,,12052_129,chr3,34786078,34791078,561nm,12
12135,,,,12052_129,chr3,34791078,34796078,750nm,12
12136,2222.1736872029646,51621.8743162053,150640.9016165207,12052_129,chr3,34796078,34801078,647nm,12
12137,2337.6071059341107,51654.13917566433,150484.1794894698,12052_129,chr3,34801078,34806078,561nm,12
12138,,,,12055_129,chr3,34601078,34606078,750nm,12
12139,6227.1721190086055,144407.43531209257,164439.11257256378,12055_129,chr3,34606078,34611078,647nm,12
12140,,,,12055_129,chr3,34611078,34616078,561nm,12
12141,,,,12055_129,chr3,34616078,34621078,750nm,12
12142,,,,12055_129,chr3,34621078,34626078,647nm,12
12143,,,,12055_129,chr3,34626078,34631078,561nm,12
12144,6335.805904323278,144397.80927403687,164467.2772890007,12055_129,chr3,34631078,34636078,750nm,12
12145,,,,12055_129,chr3,34636078,34641078,647nm,12
12146,,,,12055_129,chr3,34641078,34646078,561nm,12
12147,6183.528268316835,144293.64651796894,164330.68187179367,12055_129,chr3,34646078,34651078,750nm,12
12148,6218.625884218329,144256.35185717366,164276.81111303763,12055_129,chr3,34651078,34656078,647nm,12
12149,6312.79503173041,144375.2976162969,164415.98648448777,12055_129,chr3,34656078,34661078,561nm,12
12150,6380.429012959243,144357.99282832906,164509.25320913488,12055_129,chr3,34661078,34666078,750nm,12
12151,6443.218090360637,144284.19629839459,164244.43551157197,12055_129,chr3,34666078,34671078,647nm,12
12152,6421.379233481959,144479.7997634982,164595.13527405632,12055_129,chr3,34671078,34676078,561nm,12
12153,,,,12055_129,chr3,34676078,34681078,750nm,12
12154,6427.361304237928,144343.98044399044,164583.2357545681,12055_129,chr3,34681078,34686078,647nm,12
12155,6402.621455841703,144428.97992316357,164210.12258362793,12055_129,chr3,34686078,34691078,561nm,12
12156,6329.348851117843,144481.76963799848,164191.97123811182,12055_129,chr3,34691078,34696078,750nm,12
12157,6444.941082077666,144331.1979164367,164599.22485290235,12055_129,chr3,34696078,34701078,647nm,12
12158,6327.657732329358,144246.29712676335,164635.94894636274,12055_129,chr3,34701078,34706078,561nm,12
12159,6379.188346034892,144197.26242807836,164652.48891392077,12055_129,chr3,34706078,34711078,750nm,12
12160,,,,12055_129,chr3,34711078,34716078,647nm,12
12161,,,,12055_129,chr3,34716078,34721078,561nm,12
12162,,,,12055_129,chr3,34721078,34726078,750nm,12
12163,,,,12055_129,chr3,34726078,34731078,647nm,12
12164,6330.555427088067,144432.41545217927,164202.7095191848,12055_129,chr3,34726078,34726078,561nm,12
12165,,,,12055_129,chr3,34731078,34736078,750nm,12
12166,6187.007028024849,144362.20102503645,164378.6468645016,12055_129,chr3,34736078,34741078,647nm,12
12167,6263.174719666199,144460.22193469145,164438.77798198492,12055_129,chr3,34741078,34746078,561nm,12
12168,6372.756183796995,144282.9805432573,164262.29401840246,12055_129,chr3,34746078,34751078,750nm,12
12169,,,,12055_129,chr3,34751078,34756078,647nm,12
12170,,,,12055_129,chr3,34756078,34761078,561nm,12
12171,6406.56095446194,144305.98287536626,164532.85944883391,12055_129,chr3,34761078,34766078,750nm,12
12172,,,,12055_129,chr3,34766078,34771078,647nm,12
12173,,,,12055_129,chr3,34771078,34776078,561nm,12
12174,,,,12055_129,chr3,34776078,34781078,750nm,12
12175,,,,12055_129,chr3,34781078,34786078,647nm,12
12176,,,,12055_129,chr3,34786078,34791078,561nm,12
12177,6210.149822892994,144329.70636579732,164415.12956966256,12055_129,chr3,34791078,34796078,750nm,12
12178,,,,12055_129,chr3,34796078,34801078,647nm,12
12179,6214.862825778322,143893.2448453858,164443.03032429842,12055_129,chr3,34801078,34806078,561nm,12
12180,5355.109030446127,79630.34921914457,170926.862505685,12057_129,chr3,34601078,34606078,750nm,12
12181,5444.395272792012,79679.22992668368,170919.22480926302,12057_129,chr3,34606078,34611078,647nm,12
12182,,,,12057_129,chr3,34611078,34616078,561nm,12
12183,5342.958909560385,80039.93813734088,171045.32476719632,12057_129,chr3,34616078,34621078,750nm,12
12184,,,,12057_129,chr3,34621078,34626078,647nm,12
12185,,,,12057_129,chr3,34626078,34631078,561nm,12
12186,5306.491703052544,79973.78724347314,170950.98018386657,12057_129,chr3,34631078,34636078,750nm,12
12187,5375.548654264007,80053.02159577352,170900.49818783713,12057_129,chr3,34636078,34641078,647nm,12
12188,,,,12057_129,chr3,34641078,34646078,561nm,12
12189,5302.786888855344,80020.16631889425,170874.0576008585,12057_129,chr3,34646078,34651078,750nm,12
12190,5294.691818039106,80073.8243171959,170864.85861339452,12057_129,chr3,34651078,34656078,647nm,12
12191,5225.834957163594,79984.30947406389,170729.79258181786,12057_129,chr3,34656078,34661078,561nm,12
12192,5220.743619286648,79992.14154817641,170923.65315189975,12057_129,chr3,34661078,34666078,750nm,12
12193,,,,12057_129,chr3,34666078,34671078,647nm,12
12194,,,,12057_129,chr3,34671078,34676078,561nm,12
12195,,,,12057_129,chr3,34676078,34681078,750nm,12
12196,,,,12057_129,chr3,34681078,34686078,647nm,12
12197,,,,12057_129,chr3,34686078,34691078,561nm,12
12198,5454.311731269758,79962.4818659061,170803.2055614638,12057_129,chr3,34691078,34696078,750nm,12
12199,5410.399502085577,79973.90567763757,170647.6955737376,12057_129,chr3,34696078,34701078,647nm,12
12200,,,,12057_129,chr3,34701078,34706078,561nm,12
12201,5321.37162156489,80097.63481095366,170796.96499960104,12057_129,chr3,34706078,34711078,750nm,12
12202,4794.93366770184,79925.53389613092,170620.3914488643,12057_129,chr3,34711078,34716078,647nm,12
12203,,,,12057_129,chr3,34716078,34721078,561nm,12
12204,4842.513119219896,80053.89583796267,170696.92718978584,12057_129,chr3,34721078,34726078,750nm,12
12205,,,,12057_129,chr3,34726078,34731078,647nm,12
12206,,,,12057_129,chr3,34726078,34726078,561nm,12
12207,,,,12057_129,chr3,34731078,34736078,750nm,12
12208,,,,12057_129,chr3,34736078,34741078,647nm,12
12209,,,,12057_129,chr3,34741078,34746078,561nm,12
12210,5221.42176831513,80000.89900747388,170735.06695617613,12057_129,chr3,34746078,34751078,750nm,12
12211,5241.548759837286,80034.62108608116,170800.79434539867,12057_129,chr3,34751078,34756078,647nm,12
12212,5249.085941695538,80023.96275775027,170815.59030125273,12057_129,chr3,34756078,34761078,561nm,12
12213,5344.836878666107,80092.90436403848,170794.26044356576,12057_129,chr3,34761078,34766078,750nm,12
12214,5090.764319218352,80003.61943850252,171205.95606847748,12057_129,chr3,34766078,34771078,647nm,12
12215,5335.726991584262,80038.30048752678,170977.43956862803,12057_129,chr3,34771078,34776078,561nm,12
12216,5077.384621752164,79974.63802588773,171034.24589136243,12057_129,chr3,34776078,34781078,750nm,12
12217,5203.073202803927,79998.18379647011,171071.01702868257,12057_129,chr3,34781078,34786078,647nm,12
12218,5319.850453871962,80035.99478353428,171006.2542774936,12057_129,chr3,34786078,34791078,561nm,12
12219,5601.5651409570755,80408.86612937378,171005.68093611536,12057_129,chr3,34791078,34796078,750nm,12
12220,5688.266077967445,80443.83714699373,170909.9865650269,12057_129,chr3,34796078,34801078,647nm,12
12221,,,,12057_129,chr3,34801078,34806078,561nm,12
12222,6310.633469231796,47939.00388416866,183089.69464353367,12059_129,chr3,34601078,34606078,750nm,12
12223,6336.195920299587,48007.95320423092,183060.74387616987,12059_129,chr3,34606078,34611078,647nm,12
12224,,,,12059_129,chr3,34611078,34616078,561nm,12
12225,,,,12059_129,chr3,34616078,34621078,750nm,12
12226,6564.092385860401,47994.02210122208,182806.19206797463,12059_129,chr3,34621078,34626078,647nm,12
12227,,,,12059_129,chr3,34626078,34631078,561nm,12
12228,6274.793675213457,48405.81564276788,183007.6755946872,12059_129,chr3,34631078,34636078,750nm,12
12229,6413.330067993327,47923.61111890232,182959.01104035886,12059_129,chr3,34636078,34641078,647nm,12
12230,6461.556869911061,47749.37689974416,183029.5243060585,12059_129,chr3,34641078,34646078,561nm,12
12231,6363.004150275671,47844.44635122686,183001.255486239,12059_129,chr3,34646078,34651078,750nm,12
12232,6295.781297906048,48016.14646476554,182905.76990790133,12059_129,chr3,34651078,34656078,647nm,12
12233,6436.941931244726,48578.24368920208,183047.64161032683,12059_129,chr3,34656078,34661078,561nm,12
12234,,,,12059_129,chr3,34661078,34666078,750nm,12
12235,,,,12059_129,chr3,34666078,34671078,647nm,12
12236,,,,12059_129,chr3,34671078,34676078,561nm,12
12237,,,,12059_129,chr3,34676078,34681078,750nm,12
12238,,,,12059_129,chr3,34681078,34686078,647nm,12
12239,,,,12059_129,chr3,34686078,34691078,561nm,12
12240,6417.257068818191,48492.578421635626,183149.4804147503,12059_129,chr3,34691078,34696078,750nm,12
12241,6482.834012910113,48685.02047902452,182920.43763719528,12059_129,chr3,34696078,34701078,647nm,12
12242,,,,12059_129,chr3,34701078,34706078,561nm,12
12243,6377.405769643791,48376.60162748177,182941.6134734689,12059_129,chr3,34706078,34711078,750nm,12
12244,,,,12059_129,chr3,34711078,34716078,647nm,12
12245,6433.039273896912,48273.69648273815,182836.62449451836,12059_129,chr3,34716078,34721078,561nm,12
12246,,,,12059_129,chr3,34721078,34726078,750nm,12
12247,,,,12059_129,chr3,34726078,34731078,647nm,12
12248,,,,12059_129,chr3,34726078,34726078,561nm,12
12249,,,,12059_129,chr3,34731078,34736078,750nm,12
12250,,,,12059_129,chr3,34736078,34741078,647nm,12
12251,,,,12059_129,chr3,34741078,34746078,561nm,12
12252,,,,12059_129,chr3,34746078,34751078,750nm,12
12253,6355.277633167118,47926.01431748427,182920.75179229348,12059_129,chr3,34751078,34756078,647nm,12
12254,,,,12059_129,chr3,34756078,34761078,561nm,12
12255,,,,12059_129,chr3,34761078,34766078,750nm,12
12256,6115.022999283634,47938.9757300874,182959.7428806141,12059_129,chr3,34766078,34771078,647nm,12
12257,6275.384004307091,47859.93821410545,182899.22102278817,12059_129,chr3,34771078,34776078,561nm,12
12258,,,,12059_129,chr3,34776078,34781078,750nm,12
12259,,,,12059_129,chr3,34781078,34786078,647nm,12
12260,6223.459575940375,47889.99001115088,182853.1665680991,12059_129,chr3,34786078,34791078,561nm,12
12261,6453.36385317729,47363.048429048096,182409.6939894699,12059_129,chr3,34791078,34796078,750nm,12
12262,,,,12059_129,chr3,34796078,34801078,647nm,12
12263,,,,12059_129,chr3,34801078,34806078,561nm,12
12264,,,,12060_129,chr3,34601078,34606078,750nm,12
12265,,,,12060_129,chr3,34606078,34611078,647nm,12
12266,,,,12060_129,chr3,34611078,34616078,561nm,12
12267,1981.0465134195738,14307.80951535735,180455.27803924063,12060_129,chr3,34616078,34621078,750nm,12
12268,2004.8094168809464,14246.826831808909,180407.12794964464,12060_129,chr3,34621078,34626078,647nm,12
12269,2090.6553291886485,14345.289821605516,180398.61949080197,12060_129,chr3,34626078,34631078,561nm,12
12270,2025.1486501904815,14486.46124354387,180549.11966307025,12060_129,chr3,34631078,34636078,750nm,12
12271,1898.88299861538,14537.330522926926,180431.08966166424,12060_129,chr3,34636078,34641078,647nm,12
12272,2180.0883402150603,14867.651508698611,180660.42491165918,12060_129,chr3,34641078,34646078,561nm,12
12273,1968.6065455066878,14537.27108866015,180394.085910942,12060_129,chr3,34646078,34651078,750nm,12
12274,1869.1494752583383,14623.37580553944,180348.74325462128,12060_129,chr3,34651078,34656078,647nm,12
12275,,,,12060_129,chr3,34656078,34661078,561nm,12
12276,1991.3596866506452,14502.166317214067,180427.94867770228,12060_129,chr3,34661078,34666078,750nm,12
12277,1786.3404757238898,14463.449893165047,180338.2145718967,12060_129,chr3,34666078,34671078,647nm,12
12278,1709.386372720387,14392.061466628336,180273.7035795499,12060_129,chr3,34671078,34676078,561nm,12
12279,2054.759161966188,14346.030842898545,180439.23732257233,12060_129,chr3,34676078,34681078,750nm,12
12280,2188.3031366234895,14484.837638433803,180569.6128763656,12060_129,chr3,34681078,34686078,647nm,12
12281,1900.283008875058,14612.53442724588,180383.5385233505,12060_129,chr3,34686078,34691078,561nm,12
12282,1746.433928530669,14457.159943739833,180253.62135167807,12060_129,chr3,34691078,34696078,750nm,12
12283,1790.9588674701404,14480.25997528266,180401.20257059595,12060_129,chr3,34696078,34701078,647nm,12
12284,,,,12060_129,chr3,34701078,34706078,561nm,12
